"Stage","FAI","Data"
"trail_2","FAI73DOE_1","0.14902"
"trail_2","FAI73DOE_2","0.20358"
"trail_2","FAI73DOE_3","0.13269"
"trail_2","FAI73DOE_4","0.14859"
"trail_2","FAI73DOE_5","0.13494"
"trail_2","FAI73DOE_6","0.15038"
"trail_2","FAI73DOE_7","0.14327"
"trail_2","FAI73DOE_8","0.17258"
"trail_2","FAI73DOE_9","0.14292"
"trail_2","FAI73DOE_10","0.1854"
"trail_2","FAI73DOE_11","0.19609"
"trail_2","FAI73DOE_12","0.16244"
"trail_2","FAI16","40.3592"
"trail_2","FAI17","33.85484"
"trail_2","FAI19","23.09119"
"trail_2","FAI21","20.64881"
"trail_2","FAI22","12.47756"
"trail_2","FAI23","0.46751"
"trail_2","FAI24","4.53134"
"trail_2","FAI25","121.299"
"trail_2","FAI26","115.34357"
"trail_2","FAI27","113.55561"
"trail_2","FAI28","111.05833"
"trail_2","FAI30","2.73628"
"trail_2","FAI31","0.70053"
"trail_2","FAI33","84.14122"
"trail_2","FAI34","80.51604"
"trail_2","FAI35","71.16581"
"trail_2","FAI36","62.42144"
"trail_2","FAI37","56.26468"
"trail_2","FAI38","3.88775"
"trail_2","FAI39","1.0914"
"trail_2","FAI40","42.74727"
"trail_2","FAI41","4.20148"
"trail_2","FAI42","13.91305"
"trail_2","FAI10_1","18.06755"
"trail_2","FAI10_2","18.05852"
"trail_2","FAI10_3","18.05787"
"trail_2","FAI11_1","3.01286"
"trail_2","FAI11_2","2.97505"
"trail_2","FAI11_3","2.96437"
"trail_2","FAI12","29.43738"
"trail_2","FAI13","15.04622"
"trail_2","FAI14","13.96806"
"trail_2","FAI15","43.40757"
"trail_2","FAI18","25.02015"
"trail_2","FAI20","22.22011"
"trail_2","FAI29","109.14872"
"trail_2","FAI32","85.83913"
"trail_2","FAI47","5.73372"
"trail_2","FAI48","17.64696"
"trail_2","FAI49","92.5548"
"trail_2","FAI50","115.21547"
"trail_2","FAI51","107.63702"
"trail_2","FAI52","81.41132"
"trail_2","FAI53","76.95217"
"trail_2","FAI54","68.42162"
"trail_2","FAI55_1","15.75822"
"trail_2","FAI55_2","15.77442"
"trail_2","FAI56","122.79157"
"trail_2","FAI57","116.95947"
"trail_2","FAI58","42.17402"
"trail_2","FAI59","43.4111"
"trail_2","FAI61","115.92791"
"trail_2","FAI62","109.1581"
"trail_2","FAI63","28.44839"
"trail_2","FAI64","45.16581"
"trail_2","FAI65","44.58421"
"trail_2","FAI66","41.22077"
"trail_2","FAI67","78.73608"
"trail_2","FAI68","77.02594"
"trail_2","FAI69","72.77611"
"trail_2","FAI70","44.58515"
"trail_2","FAI71","2.40085"
"trail_2","FAI43","1.03368"
"trail_2","SourceSheet","data4"
"trail_2","FAI1",NA
"trail_2","FAI2",NA
"trail_2","FAI4",NA
"trail_2","FAI5",NA
"trail_2","startTime","1899-12-31 00:56:13"
"trail_2","bin","17"
"trail_2","fixture1","#103"
"trail_2","fixture","#113"
"trail_2","FAI3_1","0.05292"
"trail_2","FAI3_2","0.06022"
"trail_2","FAI3_3","0.06065"
"trail_2","FAI3_4","0.06909"
"trail_2","FAI3_5","0.06903"
"trail_2","FAI3_6","0.06912"
"trail_2","FAI7","0.11638"
"trail_2","FAI44","0.02693"
"trail_2","FAI45","0.0675"
"trail_2","FAI72_T3A","0.05963"
"trail_2","FAI72_T3B","0.09245"
"trail_2","FAI72_T4A","0.06059"
"trail_2","FAI72_T4B","0.08902"
"trail_2","FAI72_T9A","0.06596"
"trail_2","FAI72_T9B","0.06357"
"trail_2","FAI73_T12","0.13881"
"trail_2","FAI73_T1","0.16002"
"trail_2","FAI73_T2A","0.1699"
"trail_2","FAI73_T2B","0.16577"
"trail_2","FAI73_T5A","0.15747"
"trail_2","FAI73_T5B","0.21026"
"trail_2","FAI73_T6","0.13411"
"trail_2","FAI73_T7A","0.14441"
"trail_2","FAI73_T7B","0.14859"
"trail_2","FAI73_T7C","0.16791"
"trail_2","FAI73_T10A","0.16047"
"trail_2","FAI73_T10B","0.16715"
"trail_2","FAI73_T11","0.14396"
"trail_2","FAI72DOE_1","0.10031"
"trail_2","FAI72DOE_2","0.08817"
"trail_2","FAI72DOE_3","0.08032"
"trail_2","FAI73DOE_1","0.14847"
"trail_2","FAI73DOE_2","0.19676"
"trail_2","FAI73DOE_3","0.15806"
"trail_2","FAI73DOE_4","0.16321"
"trail_2","FAI73DOE_5","0.19046"
"trail_2","FAI73DOE_6","0.15758"
"trail_2","FAI73DOE_7","0.14634"
"trail_2","FAI73DOE_8","0.1587"
"trail_2","FAI73DOE_9","0.15555"
"trail_2","FAI73DOE_10","0.18629"
"trail_2","FAI73DOE_11","0.21401"
"trail_2","FAI73DOE_12","0.17101"
"trail_2","FAI16","40.43823"
"trail_2","FAI17","34.01989"
"trail_2","FAI19","23.17879"
"trail_2","FAI21","20.5863"
"trail_2","FAI22","12.47984"
"trail_2","FAI23","0.40572"
"trail_2","FAI24","4.47244"
"trail_2","FAI25","121.27436"
"trail_2","FAI26","115.33325"
"trail_2","FAI27","113.54842"
"trail_2","FAI28","111.03876"
"trail_2","FAI30","2.68193"
"trail_2","FAI31","0.66581"
"trail_2","FAI33","84.12485"
"trail_2","FAI34","80.49604"
"trail_2","FAI35","71.14468"
"trail_2","FAI36","62.41268"
"trail_2","FAI37","56.26667"
"trail_2","FAI38","3.87249"
"trail_2","FAI39","1.2515"
"trail_2","FAI40","42.7591"
"trail_2","FAI41","4.22767"
"trail_2","FAI42","13.88539"
"trail_2","FAI10_1","18.06799"
"trail_2","FAI10_2","18.0572"
"trail_2","FAI10_3","18.0536"
"trail_2","FAI11_1","3.01234"
"trail_2","FAI11_2","2.97904"
"trail_2","FAI11_3","2.9531"
"trail_2","FAI12","29.44239"
"trail_2","FAI13","15.04983"
"trail_2","FAI14","13.97538"
"trail_2","FAI15","43.37876"
"trail_2","FAI18","25.02183"
"trail_2","FAI20","22.22335"
"trail_2","FAI29","109.15267"
"trail_2","FAI32","85.85027"
"trail_2","FAI47","5.73367"
"trail_2","FAI48","17.65118"
"trail_2","FAI49","92.56331"
"trail_2","FAI50","115.20838"
"trail_2","FAI51","107.64289"
"trail_2","FAI52","81.41836"
"trail_2","FAI53","76.96175"
"trail_2","FAI54","68.4207"
"trail_2","FAI55_1","15.75272"
"trail_2","FAI55_2","15.77048"
"trail_2","FAI56","122.7896"
"trail_2","FAI57","116.95797"
"trail_2","FAI58","42.15982"
"trail_2","FAI59","43.38345"
"trail_2","FAI61","115.92524"
"trail_2","FAI62","109.16296"
"trail_2","FAI63","28.4879"
"trail_2","FAI64","45.16902"
"trail_2","FAI65","44.58893"
"trail_2","FAI66","41.25775"
"trail_2","FAI67","78.72887"
"trail_2","FAI68","77.014"
"trail_2","FAI69","72.76783"
"trail_2","FAI70","44.58882"
"trail_2","FAI71","2.39714"
"trail_2","FAI43","1.10269"
"trail_2","SourceSheet","data4"
"trail_2","FAI1",NA
"trail_2","FAI2",NA
"trail_2","FAI4",NA
"trail_2","FAI5",NA
"trail_2","startTime","1899-12-31 00:56:08.9"
"trail_2","bin","18"
"trail_2","fixture1","#104"
"trail_2","fixture","#114"
"trail_2","FAI3_1","0.05915"
"trail_2","FAI3_2","0.05798"
"trail_2","FAI3_3","0.05748"
"trail_2","FAI3_4","0.04814"
"trail_2","FAI3_5","0.05199"
"trail_2","FAI3_6","0.05241"
"trail_2","FAI7","0.13608"
"trail_2","FAI44","0.01397"
"trail_2","FAI45","0.05856"
"trail_2","FAI72_T3A","0.02373"
"trail_2","FAI72_T3B","0.00833"
"trail_2","FAI72_T4A","0.01715"
"trail_2","FAI72_T4B","0.00542"
"trail_2","FAI72_T9A","0.02162"
"trail_2","FAI72_T9B","0.00949"
"trail_2","FAI73_T12","0.12922"
"trail_2","FAI73_T1","0.07572"
"trail_2","FAI73_T2A","0.1063"
"trail_2","FAI73_T2B","0.06734"
"trail_2","FAI73_T5A","0.14458"
"trail_2","FAI73_T5B","0.17043"
"trail_2","FAI73_T6","0.12206"
"trail_2","FAI73_T7A","0.12866"
"trail_2","FAI73_T7B","0.09701"
"trail_2","FAI73_T7C","0.12278"
"trail_2","FAI73_T10A","0.15196"
"trail_2","FAI73_T10B","0.10504"
"trail_2","FAI73_T11","0.12954"
"trail_2","FAI72DOE_1","2.4590000000000001E-2"
"trail_2","FAI72DOE_2","0.05435"
"trail_2","FAI72DOE_3","0.05214"
"trail_2","FAI73DOE_1","0.15464"
"trail_2","FAI73DOE_2","0.20975"
"trail_2","FAI73DOE_3","0.12978"
"trail_2","FAI73DOE_4","0.14488"
"trail_2","FAI73DOE_5","0.14972"
"trail_2","FAI73DOE_6","0.16366"
"trail_2","FAI73DOE_7","0.15535"
"trail_2","FAI73DOE_8","0.16751"
"trail_2","FAI73DOE_9","0.162"
"trail_2","FAI73DOE_10","0.18547"
"trail_2","FAI73DOE_11","0.19201"
"trail_2","FAI73DOE_12","0.16277"
"trail_2","FAI16","40.3905"
"trail_2","FAI17","33.9938"
"trail_2","FAI19","23.12313"
"trail_2","FAI21","20.61277"
"trail_2","FAI22","12.5214"
"trail_2","FAI23","0.44097"
"trail_2","FAI24","4.50404"
"trail_2","FAI25","121.28343"
"trail_2","FAI26","115.33524"
"trail_2","FAI27","113.53469"
"trail_2","FAI28","111.05177"
"trail_2","FAI30","2.71354"
"trail_2","FAI31","0.68161"
"trail_2","FAI33","84.13535"
"trail_2","FAI34","80.51197"
"trail_2","FAI35","71.16179"
"trail_2","FAI36","62.41534"
"trail_2","FAI37","56.26342"
"trail_2","FAI38","3.88579"
"trail_2","FAI39","1.13358"
"trail_2","FAI40","42.76564"
"trail_2","FAI41","4.22538"
"trail_2","FAI42","13.88984"
"trail_2","FAI10_1","18.06585"
"trail_2","FAI10_2","18.05742"
"trail_2","FAI10_3","18.05402"
"trail_2","FAI11_1","3.01161"
"trail_2","FAI11_2","2.98113"
"trail_2","FAI11_3","2.96433"
"trail_2","FAI12","29.42921"
"trail_2","FAI13","15.03786"
"trail_2","FAI14","13.96214"
"trail_2","FAI15","43.38647"
"trail_2","FAI18","25.01679"
"trail_2","FAI20","22.21851"
"trail_2","FAI29","109.15203"
"trail_2","FAI32","85.84857"
"trail_2","FAI47","5.73403"
"trail_2","FAI48","17.64601"
"trail_2","FAI49","92.56035"
"trail_2","FAI50","115.20067"
"trail_2","FAI51","107.64192"
"trail_2","FAI52","81.41383"
"trail_2","FAI53","76.95556"
"trail_2","FAI54","68.42429"
"trail_2","FAI55_1","15.7586"
"trail_2","FAI55_2","15.77359"
"trail_2","FAI56","122.79028"
"trail_2","FAI57","116.95538"
"trail_2","FAI58","42.15806"
"trail_2","FAI59","43.39072"
"trail_2","FAI61","115.92982"
"trail_2","FAI62","109.16279"
"trail_2","FAI63","28.46185"
"trail_2","FAI64","45.16455"
"trail_2","FAI65","44.58337"
"trail_2","FAI66","41.23449"
"trail_2","FAI67","78.73579"
"trail_2","FAI68","77.02236"
"trail_2","FAI69","72.77409"
"trail_2","FAI70","44.58526"
"trail_2","FAI71","2.40012"
"trail_2","FAI43","1.0615"
"trail_2","SourceSheet","data4"
"trail_2","FAI1",NA
"trail_2","FAI2",NA
"trail_2","FAI4",NA
"trail_2","FAI5",NA
"trail_2","startTime","1899-12-31 00:56:31.4"
"trail_2","bin","19"
"trail_2","fixture1","#103"
"trail_2","fixture","#113"
"trail_2","FAI3_1","0.05799"
"trail_2","FAI3_2","0.06351"
"trail_2","FAI3_3","0.06399"
"trail_2","FAI3_4","0.06883"
"trail_2","FAI3_5","0.06956"
"trail_2","FAI3_6","0.06911"
"trail_2","FAI7","0.11745"
"trail_2","FAI44","0.02459"
"trail_2","FAI45","0.04941"
"trail_2","FAI72_T3A","0.05855"
"trail_2","FAI72_T3B","0.0904"
"trail_2","FAI72_T4A","0.06251"
"trail_2","FAI72_T4B","0.0896"
"trail_2","FAI72_T9A","0.06944"
"trail_2","FAI72_T9B","0.06258"
"trail_2","FAI73_T12","0.14037"
"trail_2","FAI73_T1","0.15775"
"trail_2","FAI73_T2A","0.14899"
"trail_2","FAI73_T2B","0.16207"
"trail_2","FAI73_T5A","0.1616"
"trail_2","FAI73_T5B","0.19423"
"trail_2","FAI73_T6","0.13757"
"trail_2","FAI73_T7A","0.13861"
"trail_2","FAI73_T7B","0.14512"
"trail_2","FAI73_T7C","0.16357"
"trail_2","FAI73_T10A","0.15897"
"trail_2","FAI73_T10B","0.15614"
"trail_2","FAI73_T11","0.14269"
"trail_2","FAI72DOE_1","8.4180000000000005E-2"
"trail_2","FAI72DOE_2","0.08298"
"trail_2","FAI72DOE_3","0.08086"
"trail_2","FAI73DOE_1","0.14907"
"trail_2","FAI73DOE_2","0.19413"
"trail_2","FAI73DOE_3","0.15621"
"trail_2","FAI73DOE_4","0.16303"
"trail_2","FAI73DOE_5","0.19207"
"trail_2","FAI73DOE_6","0.16249"
"trail_2","FAI73DOE_7","0.15778"
"trail_2","FAI73DOE_8","0.15114"
"trail_2","FAI73DOE_9","0.15833"
"trail_2","FAI73DOE_10","0.16845"
"trail_2","FAI73DOE_11","0.19626"
"trail_2","FAI73DOE_12","0.17512"
"trail_2","FAI16","40.43002"
"trail_2","FAI17","34.03001"
"trail_2","FAI19","23.18376"
"trail_2","FAI21","20.5899"
"trail_2","FAI22","12.55202"
"trail_2","FAI23","0.39563"
"trail_2","FAI24","4.46762"
"trail_2","FAI25","121.37348"
"trail_2","FAI26","115.33447"
"trail_2","FAI27","113.553"
"trail_2","FAI28","111.03756"
"trail_2","FAI30","2.68431"
"trail_2","FAI31","0.66661"
"trail_2","FAI33","84.13693"
"trail_2","FAI34","80.51078"
"trail_2","FAI35","71.15602"
"trail_2","FAI36","62.43801"
"trail_2","FAI37","56.28816"
"trail_2","FAI38","3.87725"
"trail_2","FAI39","1.1572"
"trail_2","FAI40","42.73486"
"trail_2","FAI41","4.20352"
"trail_2","FAI42","13.89259"
"trail_2","FAI10_1","18.06815"
"trail_2","FAI10_2","18.05636"
"trail_2","FAI10_3","18.05489"
"trail_2","FAI11_1","3.01257"
"trail_2","FAI11_2","2.98085"
"trail_2","FAI11_3","2.96139"
"trail_2","FAI12","29.42558"
"trail_2","FAI13","15.03726"
"trail_2","FAI14","13.96875"
"trail_2","FAI15","43.4023"
"trail_2","FAI18","25.02826"
"trail_2","FAI20","22.2263"
"trail_2","FAI29","109.14856"
"trail_2","FAI32","85.84453"
"trail_2","FAI47","5.73433"
"trail_2","FAI48","17.6541"
"trail_2","FAI49","92.56022"
"trail_2","FAI50","115.20694"
"trail_2","FAI51","107.64406"
"trail_2","FAI52","81.41802"
"trail_2","FAI53","76.95908"
"trail_2","FAI54","68.43072"
"trail_2","FAI55_1","15.75127"
"trail_2","FAI55_2","15.76825"
"trail_2","FAI56","123.24777"
"trail_2","FAI57","116.95944"
"trail_2","FAI58","42.17134"
"trail_2","FAI59","43.40681"
"trail_2","FAI61","115.92423"
"trail_2","FAI62","109.15915"
"trail_2","FAI63","28.45947"
"trail_2","FAI64","45.1709"
"trail_2","FAI65","44.57518"
"trail_2","FAI66","41.23204"
"trail_2","FAI67","78.73558"
"trail_2","FAI68","77.02162"
"trail_2","FAI69","72.77627"
"trail_2","FAI70","44.57665"
"trail_2","FAI71","2.39499"
"trail_2","FAI43","1.05253"
"trail_2","SourceSheet","data4"
"trail_2","FAI1",NA
"trail_2","FAI2",NA
"trail_2","FAI4",NA
"trail_2","FAI5",NA
"trail_2","startTime","1899-12-31 00:56:27.3"
"trail_2","bin","20"
"trail_2","fixture1","#104"
"trail_2","fixture","#114"
"trail_2","FAI3_1","0.05616"
"trail_2","FAI3_2","0.05871"
"trail_2","FAI3_3","0.05695"
"trail_2","FAI3_4","0.04886"
"trail_2","FAI3_5","0.04968"
"trail_2","FAI3_6","0.05189"
"trail_2","FAI7","0.20397"
"trail_2","FAI44","0.02222"
"trail_2","FAI45","0.073"
"trail_2","FAI72_T3A","0.0083"
"trail_2","FAI72_T3B","0.02706"
"trail_2","FAI72_T4A","0.01082"
"trail_2","FAI72_T4B","0.00326"
"trail_2","FAI72_T9A","0.01482"
"trail_2","FAI72_T9B","0.02568"
"trail_2","FAI73_T12","0.10976"
"trail_2","FAI73_T1","0.08271"
"trail_2","FAI73_T2A","0.11808"
"trail_2","FAI73_T2B","0.07174"
"trail_2","FAI73_T5A","0.14649"
"trail_2","FAI73_T5B","0.19259"
"trail_2","FAI73_T6","0.11971"
"trail_2","FAI73_T7A","0.1291"
"trail_2","FAI73_T7B","0.09259"
"trail_2","FAI73_T7C","0.13504"
"trail_2","FAI73_T10A","0.16495"
"trail_2","FAI73_T10B","0.12254"
"trail_2","FAI73_T11","0.13339"
"trail_2","FAI72DOE_1","6.2560000000000004E-2"
"trail_2","FAI72DOE_2","0.05632"
"trail_2","FAI72DOE_3","0.05227"
"trail_2","FAI73DOE_1","0.15955"
"trail_2","FAI73DOE_2","0.23731"
"trail_2","FAI73DOE_3","0.13081"
"trail_2","FAI73DOE_4","0.14215"
"trail_2","FAI73DOE_5","0.1511"
"trail_2","FAI73DOE_6","0.15623"
"trail_2","FAI73DOE_7","0.15002"
"trail_2","FAI73DOE_8","0.16848"
"trail_2","FAI73DOE_9","0.15496"
"trail_2","FAI73DOE_10","0.18506"
"trail_2","FAI73DOE_11","0.18778"
"trail_2","FAI73DOE_12","0.17748"
"trail_2","FAI16","40.42843"
"trail_2","FAI17","34.03796"
"trail_2","FAI19","22.97849"
"trail_2","FAI21","20.62895"
"trail_2","FAI22","12.52838"
"trail_2","FAI23","0.403"
"trail_2","FAI24","4.47193"
"trail_2","FAI25","121.2742"
"trail_2","FAI26","115.34437"
"trail_2","FAI27","113.5514"
"trail_2","FAI28","111.04707"
"trail_2","FAI30","2.67522"
"trail_2","FAI31","0.64818"
"trail_2","FAI33","84.13533"
"trail_2","FAI34","80.52498"
"trail_2","FAI35","71.16661"
"trail_2","FAI36","62.42512"
"trail_2","FAI37","56.28277"
"trail_2","FAI38","3.55486"
"trail_2","FAI39","1.10708"
"trail_2","FAI40","42.77699"
"trail_2","FAI41","4.23298"
"trail_2","FAI42","13.87506"
"trail_2","FAI10_1","18.06718"
"trail_2","FAI10_2","18.05751"
"trail_2","FAI10_3","18.05263"
"trail_2","FAI11_1","3.01343"
"trail_2","FAI11_2","2.98221"
"trail_2","FAI11_3","2.96429"
"trail_2","FAI12","29.42963"
"trail_2","FAI13","15.03533"
"trail_2","FAI14","13.96232"
"trail_2","FAI15","43.36121"
"trail_2","FAI18","25.00713"
"trail_2","FAI20","22.20887"
"trail_2","FAI29","109.15008"
"trail_2","FAI32","85.84744"
"trail_2","FAI47","5.73436"
"trail_2","FAI48","17.63949"
"trail_2","FAI49","92.55955"
"trail_2","FAI50","115.20333"
"trail_2","FAI51","107.63375"
"trail_2","FAI52","81.41237"
"trail_2","FAI53","76.95915"
"trail_2","FAI54","68.4219"
"trail_2","FAI55_1","15.76322"
"trail_2","FAI55_2","15.77904"
"trail_2","FAI56","122.78713"
"trail_2","FAI57","116.95379"
"trail_2","FAI58","42.14471"
"trail_2","FAI59","43.36403"
"trail_2","FAI61","115.9272"
"trail_2","FAI62","109.16104"
"trail_2","FAI63","28.48665"
"trail_2","FAI64","45.15454"
"trail_2","FAI65","44.57784"
"trail_2","FAI66","41.25523"
"trail_2","FAI67","78.72586"
"trail_2","FAI68","77.01197"
"trail_2","FAI69","72.76502"
"trail_2","FAI70","44.57869"
"trail_2","FAI71","2.4028"
"trail_2","FAI43","1.13086"
"trail_2","SourceSheet","data4"
"trail_2","FAI1",NA
"trail_2","FAI2",NA
"trail_2","FAI4",NA
"trail_2","FAI5",NA
"trail_2","startTime","1899-12-31 00:56:50"
"trail_2","bin","21"
"trail_2","fixture1","#103"
"trail_2","fixture","#113"
"trail_2","FAI3_1","0.05655"
"trail_2","FAI3_2","0.06223"
"trail_2","FAI3_3","0.0621"
"trail_2","FAI3_4","0.06605"
"trail_2","FAI3_5","0.06455"
"trail_2","FAI3_6","0.06767"
"trail_2","FAI7","0.12728"
"trail_2","FAI44","0.02715"
"trail_2","FAI45","0.0685"
"trail_2","FAI72_T3A","0.05847"
"trail_2","FAI72_T3B","0.09271"
"trail_2","FAI72_T4A","0.06642"
"trail_2","FAI72_T4B","0.08801"
"trail_2","FAI72_T9A","0.06731"
"trail_2","FAI72_T9B","0.06206"
"trail_2","FAI73_T12","0.13609"
"trail_2","FAI73_T1","0.15833"
"trail_2","FAI73_T2A","0.16143"
"trail_2","FAI73_T2B","0.16335"
"trail_2","FAI73_T5A","0.15771"
"trail_2","FAI73_T5B","0.21044"
"trail_2","FAI73_T6","0.13187"
"trail_2","FAI73_T7A","0.13362"
"trail_2","FAI73_T7B","0.14196"
"trail_2","FAI73_T7C","0.16989"
"trail_2","FAI73_T10A","0.16068"
"trail_2","FAI73_T10B","0.16323"
"trail_2","FAI73_T11","0.13889"
"trail_2","FAI72DOE_1","9.0990000000000001E-2"
"trail_2","FAI72DOE_2","0.07368"
"trail_2","FAI72DOE_3","0.07677"
"trail_2","FAI73DOE_1","0.14698"
"trail_2","FAI73DOE_2","0.19719"
"trail_2","FAI73DOE_3","0.16038"
"trail_2","FAI73DOE_4","0.15924"
"trail_2","FAI73DOE_5","0.17662"
"trail_2","FAI73DOE_6","0.15649"
"trail_2","FAI73DOE_7","0.14951"
"trail_2","FAI73DOE_8","0.16875"
"trail_2","FAI73DOE_9","0.16384"
"trail_2","FAI73DOE_10","0.18977"
"trail_2","FAI73DOE_11","0.18883"
"trail_2","FAI73DOE_12","0.17578"
"trail_2","FAI16","40.40626"
"trail_2","FAI17","33.99373"
"trail_2","FAI19","23.15586"
"trail_2","FAI21","20.57641"
"trail_2","FAI22","12.50309"
"trail_2","FAI23","0.42777"
"trail_2","FAI24","4.48944"
"trail_2","FAI25","121.26867"
"trail_2","FAI26","115.33426"
"trail_2","FAI27","113.5301"
"trail_2","FAI28","111.05033"
"trail_2","FAI30","2.69688"
"trail_2","FAI31","0.67232"
"trail_2","FAI33","84.13094"
"trail_2","FAI34","80.50679"
"trail_2","FAI35","71.15655"
"trail_2","FAI36","62.40931"
"trail_2","FAI37","56.26359"
"trail_2","FAI38","3.8816"
"trail_2","FAI39","1.21327"
"trail_2","FAI40","42.76196"
"trail_2","FAI41","4.22784"
"trail_2","FAI42","13.87901"
"trail_2","FAI10_1","18.06823"
"trail_2","FAI10_2","18.0573"
"trail_2","FAI10_3","18.0526"
"trail_2","FAI11_1","3.01292"
"trail_2","FAI11_2","2.97827"
"trail_2","FAI11_3","2.93613"
"trail_2","FAI12","29.4313"
"trail_2","FAI13","15.04079"
"trail_2","FAI14","13.95468"
"trail_2","FAI15","43.36403"
"trail_2","FAI18","25.00877"
"trail_2","FAI20","22.21063"
"trail_2","FAI29","109.15475"
"trail_2","FAI32","85.84808"
"trail_2","FAI47","5.7345"
"trail_2","FAI48","17.63765"
"trail_2","FAI49","92.56014"
"trail_2","FAI50","115.20125"
"trail_2","FAI51","107.63275"
"trail_2","FAI52","81.4101"
"trail_2","FAI53","76.95563"
"trail_2","FAI54","68.42077"
"trail_2","FAI55_1","15.76775"
"trail_2","FAI55_2","15.78217"
"trail_2","FAI56","122.7945"
"trail_2","FAI57","116.953"
"trail_2","FAI58","42.14487"
"trail_2","FAI59","43.36731"
"trail_2","FAI61","115.93164"
"trail_2","FAI62","109.16434"
"trail_2","FAI63","28.46926"
"trail_2","FAI64","45.15689"
"trail_2","FAI65","44.58011"
"trail_2","FAI66","41.23964"
"trail_2","FAI67","78.72851"
"trail_2","FAI68","77.01818"
"trail_2","FAI69","72.76874"
"trail_2","FAI70","44.58077"
"trail_2","FAI71","2.40232"
"trail_2","FAI43","1.08976"
"trail_2","SourceSheet","data4"
"trail_2","FAI1",NA
"trail_2","FAI2",NA
"trail_2","FAI4",NA
"trail_2","FAI5",NA
"trail_2","startTime","1899-12-31 00:56:45.6"
"trail_2","bin","22"
"trail_2","fixture1","#104"
"trail_2","fixture","#114"
"trail_2","FAI3_1","0.05812"
"trail_2","FAI3_2","0.05776"
"trail_2","FAI3_3","0.05611"
"trail_2","FAI3_4","0.04684"
"trail_2","FAI3_5","0.0497"
"trail_2","FAI3_6","0.04889"
"trail_2","FAI7","0.19384"
"trail_2","FAI44","0.02139"
"trail_2","FAI45","0.08978"
"trail_2","FAI72_T3A","0.00684"
"trail_2","FAI72_T3B","0.02941"
"trail_2","FAI72_T4A","0.00749"
"trail_2","FAI72_T4B","0.00312"
"trail_2","FAI72_T9A","0.01056"
"trail_2","FAI72_T9B","0.02494"
"trail_2","FAI73_T12","0.10772"
"trail_2","FAI73_T1","0.08781"
"trail_2","FAI73_T2A","0.12272"
"trail_2","FAI73_T2B","0.07247"
"trail_2","FAI73_T5A","0.15217"
"trail_2","FAI73_T5B","0.20654"
"trail_2","FAI73_T6","0.11401"
"trail_2","FAI73_T7A","0.12373"
"trail_2","FAI73_T7B","0.08988"
"trail_2","FAI73_T7C","0.14839"
"trail_2","FAI73_T10A","0.15946"
"trail_2","FAI73_T10B","0.12337"
"trail_2","FAI73_T11","0.12489"
"trail_2","FAI72DOE_1","5.1389999999999998E-2"
"trail_2","FAI72DOE_2","0.0592"
"trail_2","FAI72DOE_3","0.05864"
"trail_2","FAI73DOE_1","0.15337"
"trail_2","FAI73DOE_2","0.2306"
"trail_2","FAI73DOE_3","0.1353"
"trail_2","FAI73DOE_4","0.14807"
"trail_2","FAI73DOE_5","0.15815"
"trail_2","FAI73DOE_6","0.16114"
"trail_2","FAI73DOE_7","0.14982"
"trail_2","FAI73DOE_8","0.16575"
"trail_2","FAI73DOE_9","0.16296"
"trail_2","FAI73DOE_10","0.19773"
"trail_2","FAI73DOE_11","0.18747"
"trail_2","FAI73DOE_12","0.16927"
"trail_2","FAI16","40.40332"
"trail_2","FAI17","34.03674"
"trail_2","FAI19","23.14073"
"trail_2","FAI21","20.62874"
"trail_2","FAI22","12.38133"
"trail_2","FAI23","0.42291"
"trail_2","FAI24","4.48548"
"trail_2","FAI25","121.29036"
"trail_2","FAI26","115.34969"
"trail_2","FAI27","113.54757"
"trail_2","FAI28","111.06194"
"trail_2","FAI30","2.69283"
"trail_2","FAI31","0.66218"
"trail_2","FAI33","84.14263"
"trail_2","FAI34","80.52436"
"trail_2","FAI35","71.17638"
"trail_2","FAI36","62.4276"
"trail_2","FAI37","56.28528"
"trail_2","FAI38","3.90208"
"trail_2","FAI39","1.15971"
"trail_2","FAI40","42.77163"
"trail_2","FAI41","4.23578"
"trail_2","FAI42","13.86895"
"trail_2","FAI10_1","18.06848"
"trail_2","FAI10_2","18.05761"
"trail_2","FAI10_3","18.05342"
"trail_2","FAI11_1","3.01354"
"trail_2","FAI11_2","2.98008"
"trail_2","FAI11_3","2.96655"
"trail_2","FAI12","29.43048"
"trail_2","FAI13","15.03809"
"trail_2","FAI14","13.96482"
"trail_2","FAI15","43.37063"
"trail_2","FAI18","25.0136"
"trail_2","FAI20","22.21388"
"trail_2","FAI29","109.14598"
"trail_2","FAI32","85.84447"
"trail_2","FAI47","5.73541"
"trail_2","FAI48","17.64329"
"trail_2","FAI49","92.55675"
"trail_2","FAI50","115.20631"
"trail_2","FAI51","107.62983"
"trail_2","FAI52","81.41106"
"trail_2","FAI53","76.95395"
"trail_2","FAI54","68.42252"
"trail_2","FAI55_1","15.75954"
"trail_2","FAI55_2","15.77587"
"trail_2","FAI56","122.78526"
"trail_2","FAI57","116.95593"
"trail_2","FAI58","42.15299"
"trail_2","FAI59","43.37293"
"trail_2","FAI61","115.92069"
"trail_2","FAI62","109.15743"
"trail_2","FAI63","28.4751"
"trail_2","FAI64","45.15944"
"trail_2","FAI65","44.58059"
"trail_2","FAI66","41.24505"
