"Stage","FAI","Data"
"trail_3","fixture","#114"
"trail_3","FAI3_1","0.06075"
"trail_3","FAI3_2","0.05841"
"trail_3","FAI3_3","0.05702"
"trail_3","FAI3_4","0.04742"
"trail_3","FAI3_5","0.04949"
"trail_3","FAI3_6","0.04981"
"trail_3","FAI7","0.18626"
"trail_3","FAI44","0.02258"
"trail_3","FAI45","0.09209"
"trail_3","FAI72_T3A","0.0025"
"trail_3","FAI72_T3B","0.02788"
"trail_3","FAI72_T4A","0.00286"
"trail_3","FAI72_T4B","0.00102"
"trail_3","FAI72_T9A","0.00846"
"trail_3","FAI72_T9B","0.03074"
"trail_3","FAI73_T12","0.10526"
"trail_3","FAI73_T1","0.08745"
"trail_3","FAI73_T2A","0.12384"
"trail_3","FAI73_T2B","0.07168"
"trail_3","FAI73_T5A","0.14635"
"trail_3","FAI73_T5B","0.21161"
"trail_3","FAI73_T6","0.11656"
"trail_3","FAI73_T7A","0.12479"
"trail_3","FAI73_T7B","0.10018"
"trail_3","FAI73_T7C","0.15324"
"trail_3","FAI73_T10A","0.16446"
"trail_3","FAI73_T10B","0.12793"
"trail_3","FAI73_T11","0.12713"
"trail_3","FAI72DOE_1","5.4699999999999999E-2"
"trail_3","FAI72DOE_2","0.05862"
"trail_3","FAI72DOE_3","0.05802"
"trail_3","FAI73DOE_1","0.15559"
"trail_3","FAI73DOE_2","0.23257"
"trail_3","FAI73DOE_3","0.13493"
"trail_3","FAI73DOE_4","0.14824"
"trail_3","FAI73DOE_5","0.1599"
"trail_3","FAI73DOE_6","0.16195"
"trail_3","FAI73DOE_7","0.14913"
"trail_3","FAI73DOE_8","0.16583"
"trail_3","FAI73DOE_9","0.16091"
"trail_3","FAI73DOE_10","0.19472"
"trail_3","FAI73DOE_11","0.1855"
"trail_3","FAI73DOE_12","0.16858"
"trail_3","FAI16","40.40992"
"trail_3","FAI17","34.04197"
"trail_3","FAI19","23.14467"
"trail_3","FAI21","20.6258"
"trail_3","FAI22","12.53899"
"trail_3","FAI23","0.41844"
"trail_3","FAI24","4.48295"
"trail_3","FAI25","121.29102"
"trail_3","FAI26","115.35091"
"trail_3","FAI27","113.54879"
"trail_3","FAI28","111.06185"
"trail_3","FAI30","2.68986"
"trail_3","FAI31","0.6619"
"trail_3","FAI33","84.14443"
"trail_3","FAI34","80.5243"
"trail_3","FAI35","71.17713"
"trail_3","FAI36","62.43115"
"trail_3","FAI37","56.28725"
"trail_3","FAI38","3.9027"
"trail_3","FAI39","1.15453"
"trail_3","FAI40","42.772"
"trail_3","FAI41","4.23629"
"trail_3","FAI42","13.86365"
"trail_3","FAI10_1","18.06855"
"trail_3","FAI10_2","18.05751"
"trail_3","FAI10_3","18.05386"
"trail_3","FAI11_1","3.01364"
"trail_3","FAI11_2","2.97917"
"trail_3","FAI11_3","2.96618"
"trail_3","FAI12","29.43037"
"trail_3","FAI13","15.03862"
"trail_3","FAI14","13.96445"
"trail_3","FAI15","43.36887"
"trail_3","FAI18","25.01275"
"trail_3","FAI20","22.21286"
"trail_3","FAI29","109.14169"
"trail_3","FAI32","85.83862"
"trail_3","FAI47","5.7352"
"trail_3","FAI48","17.64247"
"trail_3","FAI49","92.55212"
"trail_3","FAI50","115.20112"
"trail_3","FAI51","107.62454"
"trail_3","FAI52","81.40575"
"trail_3","FAI53","76.94865"
"trail_3","FAI54","68.41772"
"trail_3","FAI55_1","15.76022"
"trail_3","FAI55_2","15.7771"
"trail_3","FAI56","122.78134"
"trail_3","FAI57","116.9508"
"trail_3","FAI58","42.15194"
"trail_3","FAI59","43.37225"
"trail_3","FAI61","115.91565"
"trail_3","FAI62","109.15297"
"trail_3","FAI63","28.47445"
"trail_3","FAI64","45.15936"
"trail_3","FAI65","44.57942"
"trail_3","FAI66","41.24454"
"trail_3","FAI67","78.72406"
"trail_3","FAI68","77.01082"
"trail_3","FAI69","72.76287"
"trail_3","FAI70","44.58022"
"trail_3","FAI71","2.40126"
"trail_3","FAI43","1.11582"
"trail_3","SourceSheet","data4"
"trail_3","FAI1",NA
"trail_3","FAI2",NA
"trail_3","FAI4",NA
"trail_3","FAI5",NA
"trail_3","startTime","1899-12-31 00:00:15.4"
"trail_3","bin","23"
"trail_3","fixture1","#103"
"trail_3","fixture","#113"
"trail_3","FAI3_1","0.06199"
"trail_3","FAI3_2","0.0622"
"trail_3","FAI3_3","0.06228"
"trail_3","FAI3_4","0.06458"
"trail_3","FAI3_5","0.06508"
"trail_3","FAI3_6","0.06709"
"trail_3","FAI7","0.11865"
"trail_3","FAI44","0.03041"
"trail_3","FAI45","0.05407"
"trail_3","FAI72_T3A","0.05434"
"trail_3","FAI72_T3B","0.09731"
"trail_3","FAI72_T4A","0.05771"
"trail_3","FAI72_T4B","0.0836"
"trail_3","FAI72_T9A","0.06523"
"trail_3","FAI72_T9B","0.05917"
"trail_3","FAI73_T12","0.13943"
"trail_3","FAI73_T1","0.15728"
"trail_3","FAI73_T2A","0.16614"
"trail_3","FAI73_T2B","0.16176"
"trail_3","FAI73_T5A","0.15737"
"trail_3","FAI73_T5B","0.20056"
"trail_3","FAI73_T6","0.13922"
"trail_3","FAI73_T7A","0.14148"
"trail_3","FAI73_T7B","0.14609"
"trail_3","FAI73_T7C","0.15957"
"trail_3","FAI73_T10A","0.15298"
"trail_3","FAI73_T10B","0.17273"
"trail_3","FAI73_T11","0.14679"
"trail_3","FAI72DOE_1","8.0710000000000004E-2"
"trail_3","FAI72DOE_2","0.08015"
"trail_3","FAI72DOE_3","0.07988"
"trail_3","FAI73DOE_1","0.15176"
"trail_3","FAI73DOE_2","0.18825"
"trail_3","FAI73DOE_3","0.1536"
"trail_3","FAI73DOE_4","0.15875"
"trail_3","FAI73DOE_5","0.18911"
"trail_3","FAI73DOE_6","0.16111"
"trail_3","FAI73DOE_7","0.14945"
"trail_3","FAI73DOE_8","0.18086"
"trail_3","FAI73DOE_9","0.17828"
"trail_3","FAI73DOE_10","0.18605"
"trail_3","FAI73DOE_11","0.21189"
"trail_3","FAI73DOE_12","0.17405"
"trail_3","FAI16","40.43418"
"trail_3","FAI17","34.05059"
"trail_3","FAI19","23.19964"
"trail_3","FAI21","20.61421"
"trail_3","FAI22","12.55956"
"trail_3","FAI23","0.40085"
"trail_3","FAI24","4.46917"
"trail_3","FAI25","121.30805"
"trail_3","FAI26","115.36899"
"trail_3","FAI27","113.5884"
"trail_3","FAI28","111.07001"
"trail_3","FAI30","2.68069"
"trail_3","FAI31","0.65712"
"trail_3","FAI33","84.16354"
"trail_3","FAI34","80.54837"
"trail_3","FAI35","71.18954"
"trail_3","FAI36","62.46772"
"trail_3","FAI37","56.33006"
"trail_3","FAI38","3.91879"
"trail_3","FAI39","1.16727"
"trail_3","FAI40","42.74939"
"trail_3","FAI41","4.22046"
"trail_3","FAI42","13.87418"
"trail_3","FAI10_1","18.07151"
"trail_3","FAI10_2","18.05846"
"trail_3","FAI10_3","18.06459"
"trail_3","FAI11_1","3.01539"
"trail_3","FAI11_2","2.97963"
"trail_3","FAI11_3","2.93577"
"trail_3","FAI12","29.42551"
"trail_3","FAI13","15.04449"
"trail_3","FAI14","13.9636"
"trail_3","FAI15","43.35056"
"trail_3","FAI18","25.0026"
"trail_3","FAI20","22.20548"
"trail_3","FAI29","109.15504"
"trail_3","FAI32","85.85069"
"trail_3","FAI47","5.73526"
"trail_3","FAI48","17.63671"
"trail_3","FAI49","92.55887"
"trail_3","FAI50","115.24676"
"trail_3","FAI51","107.6338"
"trail_3","FAI52","81.41261"
"trail_3","FAI53","76.95845"
"trail_3","FAI54","68.41597"
"trail_3","FAI55_1","15.76478"
"trail_3","FAI55_2","15.77948"
"trail_3","FAI56","122.7942"
"trail_3","FAI57","116.99905"
"trail_3","FAI58","42.13795"
"trail_3","FAI59","43.35251"
"trail_3","FAI61","115.92909"
"trail_3","FAI62","109.16417"
"trail_3","FAI63","28.48988"
"trail_3","FAI64","45.15129"
"trail_3","FAI65","44.57085"
"trail_3","FAI66","41.25842"
"trail_3","FAI67","78.77013"
"trail_3","FAI68","77.05028"
"trail_3","FAI69","72.80844"
"trail_3","FAI70","44.57042"
"trail_3","FAI71","2.40457"
"trail_3","FAI43","1.09421"
"trail_3","SourceSheet","data4"
"trail_3","FAI1",NA
"trail_3","FAI2",NA
"trail_3","FAI4",NA
"trail_3","FAI5",NA
"trail_3","startTime","1899-12-31 00:00:11.2"
"trail_3","bin","24"
"trail_3","fixture1","#104"
"trail_3","fixture","#114"
"trail_3","FAI3_1","0.06252"
"trail_3","FAI3_2","0.05844"
"trail_3","FAI3_3","0.05749"
"trail_3","FAI3_4","0.04888"
"trail_3","FAI3_5","0.05011"
"trail_3","FAI3_6","0.05122"
"trail_3","FAI7","0.18025"
"trail_3","FAI44","0.01671"
"trail_3","FAI45","0.0832"
"trail_3","FAI72_T3A","0.00373"
"trail_3","FAI72_T3B","0.03683"
"trail_3","FAI72_T4A","0.00769"
"trail_3","FAI72_T4B","0.00688"
"trail_3","FAI72_T9A","0.00534"
"trail_3","FAI72_T9B","0.03307"
"trail_3","FAI73_T12","0.11067"
"trail_3","FAI73_T1","0.11658"
"trail_3","FAI73_T2A","0.13041"
"trail_3","FAI73_T2B","0.07271"
"trail_3","FAI73_T5A","0.15788"
"trail_3","FAI73_T5B","0.19754"
"trail_3","FAI73_T6","0.11674"
"trail_3","FAI73_T7A","0.12681"
"trail_3","FAI73_T7B","0.09608"
"trail_3","FAI73_T7C","0.14018"
"trail_3","FAI73_T10A","0.18105"
"trail_3","FAI73_T10B","0.1502"
"trail_3","FAI73_T11","0.12553"
"trail_3","FAI72DOE_1","3.5569999999999997E-2"
"trail_3","FAI72DOE_2","0.03718"
"trail_3","FAI72DOE_3","0.05503"
"trail_3","FAI73DOE_1","0.15265"
"trail_3","FAI73DOE_2","0.22891"
"trail_3","FAI73DOE_3","0.13615"
"trail_3","FAI73DOE_4","0.13823"
"trail_3","FAI73DOE_5","0.14986"
"trail_3","FAI73DOE_6","0.1615"
"trail_3","FAI73DOE_7","0.14161"
"trail_3","FAI73DOE_8","0.16549"
"trail_3","FAI73DOE_9","0.1521"
"trail_3","FAI73DOE_10","0.18702"
"trail_3","FAI73DOE_11","0.24219"
"trail_3","FAI73DOE_12","0.17121"
"trail_3","FAI16","40.40221"
"trail_3","FAI17","33.99278"
"trail_3","FAI19","23.13237"
"trail_3","FAI21","20.61181"
"trail_3","FAI22","12.37869"
"trail_3","FAI23","0.43528"
"trail_3","FAI24","4.49666"
"trail_3","FAI25","121.27506"
"trail_3","FAI26","115.34514"
"trail_3","FAI27","113.5485"
"trail_3","FAI28","111.04939"
"trail_3","FAI30","2.70457"
"trail_3","FAI31","0.67395"
"trail_3","FAI33","84.14877"
"trail_3","FAI34","80.51633"
"trail_3","FAI35","71.17267"
"trail_3","FAI36","62.41589"
"trail_3","FAI37","56.27183"
"trail_3","FAI38","3.89741"
"trail_3","FAI39","1.12608"
"trail_3","FAI40","42.75259"
"trail_3","FAI41","4.21909"
"trail_3","FAI42","13.88554"
"trail_3","FAI10_1","18.06807"
"trail_3","FAI10_2","18.05784"
"trail_3","FAI10_3","18.05465"
"trail_3","FAI11_1","3.01275"
"trail_3","FAI11_2","2.97982"
"trail_3","FAI11_3","2.96762"
"trail_3","FAI12","29.43121"
"trail_3","FAI13","15.03756"
"trail_3","FAI14","13.96421"
"trail_3","FAI15","43.38333"
"trail_3","FAI18","25.01436"
"trail_3","FAI20","22.21225"
"trail_3","FAI29","109.14237"
"trail_3","FAI32","85.84416"
"trail_3","FAI47","5.7332"
"trail_3","FAI48","17.64048"
"trail_3","FAI49","92.55453"
"trail_3","FAI50","115.19671"
"trail_3","FAI51","107.63576"
"trail_3","FAI52","81.40932"
"trail_3","FAI53","76.95392"
"trail_3","FAI54","68.42189"
"trail_3","FAI55_1","15.76536"
"trail_3","FAI55_2","15.78308"
"trail_3","FAI56","122.78368"
"trail_3","FAI57","116.94754"
"trail_3","FAI58","42.15685"
"trail_3","FAI59","43.38717"
"trail_3","FAI61","115.9197"
"trail_3","FAI62","109.15324"
"trail_3","FAI63","28.46225"
"trail_3","FAI64","45.15803"
"trail_3","FAI65","44.578"
"trail_3","FAI66","41.2317"
"trail_3","FAI67","78.72637"
"trail_3","FAI68","77.01661"
"trail_3","FAI69","72.76753"
"trail_3","FAI70","44.57986"
"trail_3","FAI71","2.40943"
"trail_3","FAI43","1.09265"
"trail_3","SourceSheet","data4"
"trail_3","FAI1",NA
"trail_3","FAI2",NA
"trail_3","FAI4",NA
"trail_3","FAI5",NA
"trail_3","startTime","1899-12-31 00:00:33.8"
"trail_3","bin","25"
"trail_3","fixture1","#103"
"trail_3","fixture","#113"
"trail_3","FAI3_1","0.0615"
"trail_3","FAI3_2","0.0636"
"trail_3","FAI3_3","0.06288"
"trail_3","FAI3_4","0.06451"
"trail_3","FAI3_5","0.06868"
"trail_3","FAI3_6","0.06878"
"trail_3","FAI7","0.13188"
"trail_3","FAI44","0.02825"
"trail_3","FAI45","0.0713"
"trail_3","FAI72_T3A","0.05903"
"trail_3","FAI72_T3B","0.09878"
"trail_3","FAI72_T4A","0.0681"
"trail_3","FAI72_T4B","0.09193"
"trail_3","FAI72_T9A","0.07114"
"trail_3","FAI72_T9B","0.06879"
"trail_3","FAI73_T12","0.11965"
"trail_3","FAI73_T1","0.15879"
"trail_3","FAI73_T2A","0.17645"
"trail_3","FAI73_T2B","0.16379"
"trail_3","FAI73_T5A","0.15282"
"trail_3","FAI73_T5B","0.20601"
"trail_3","FAI73_T6","0.12782"
"trail_3","FAI73_T7A","0.13621"
"trail_3","FAI73_T7B","0.14442"
"trail_3","FAI73_T7C","0.16678"
"trail_3","FAI73_T10A","0.17106"
"trail_3","FAI73_T10B","0.16972"
"trail_3","FAI73_T11","0.14227"
"trail_3","FAI72DOE_1","6.6269999999999996E-2"
"trail_3","FAI72DOE_2","0.07996"
"trail_3","FAI72DOE_3","0.07701"
"trail_3","FAI73DOE_1","0.13612"
"trail_3","FAI73DOE_2","0.19466"
"trail_3","FAI73DOE_3","0.1556"
"trail_3","FAI73DOE_4","0.1594"
"trail_3","FAI73DOE_5","0.19346"
"trail_3","FAI73DOE_6","0.1519"
"trail_3","FAI73DOE_7","0.14961"
"trail_3","FAI73DOE_8","0.15892"
"trail_3","FAI73DOE_9","0.14892"
"trail_3","FAI73DOE_10","0.17876"
"trail_3","FAI73DOE_11","0.20822"
"trail_3","FAI73DOE_12","0.16884"
"trail_3","FAI16","40.44152"
"trail_3","FAI17","34.053"
"trail_3","FAI19","23.17564"
"trail_3","FAI21","20.58651"
"trail_3","FAI22","12.56769"
"trail_3","FAI23","0.40045"
"trail_3","FAI24","4.47387"
"trail_3","FAI25","121.48526"
"trail_3","FAI26","115.33272"
"trail_3","FAI27","113.53339"
"trail_3","FAI28","111.04245"
"trail_3","FAI30","2.68109"
"trail_3","FAI31","0.66314"
"trail_3","FAI33","84.12935"
"trail_3","FAI34","80.50278"
"trail_3","FAI35","71.14346"
"trail_3","FAI36","62.40644"
"trail_3","FAI37","56.27338"
"trail_3","FAI38","3.87809"
"trail_3","FAI39","1.22056"
"trail_3","FAI40","42.75392"
"trail_3","FAI41","4.2207"
"trail_3","FAI42","13.88922"
"trail_3","FAI10_1","18.06842"
"trail_3","FAI10_2","18.05662"
"trail_3","FAI10_3","18.05538"
"trail_3","FAI11_1","3.01337"
"trail_3","FAI11_2","2.97924"
"trail_3","FAI11_3","2.95518"
"trail_3","FAI12","29.43169"
"trail_3","FAI13","15.04275"
"trail_3","FAI14","13.97067"
"trail_3","FAI15","43.37421"
"trail_3","FAI18","25.01924"
"trail_3","FAI20","22.22032"
"trail_3","FAI29","109.14327"
"trail_3","FAI32","85.84123"
"trail_3","FAI47","5.73446"
"trail_3","FAI48","17.64809"
"trail_3","FAI49","92.55215"
"trail_3","FAI50","115.19896"
"trail_3","FAI51","107.62837"
"trail_3","FAI52","81.4085"
"trail_3","FAI53","76.95126"
"trail_3","FAI54","68.41469"
"trail_3","FAI55_1","15.7567"
"trail_3","FAI55_2","15.77327"
"trail_3","FAI56","122.78433"
"trail_3","FAI57","116.9486"
"trail_3","FAI58","42.15692"
"trail_3","FAI59","43.37841"
"trail_3","FAI61","115.91862"
"trail_3","FAI62","109.15312"
"trail_3","FAI63","28.49423"
"trail_3","FAI64","45.16391"
"trail_3","FAI65","44.58583"
"trail_3","FAI66","41.25946"
"trail_3","FAI67","78.71938"
"trail_3","FAI68","77.00751"
"trail_3","FAI69","72.75801"
"trail_3","FAI70","44.58811"
"trail_3","FAI71","2.39673"
"trail_3","FAI43","1.10837"
"trail_3","SourceSheet","data4"
"trail_3","FAI1",NA
"trail_3","FAI2",NA
"trail_3","FAI4",NA
"trail_3","FAI5",NA
"trail_3","startTime","1899-12-31 00:00:29.8"
"trail_3","bin","26"
"trail_3","fixture1","#104"
"trail_3","fixture","#114"
"trail_3","FAI3_1","0.05903"
"trail_3","FAI3_2","0.05915"
"trail_3","FAI3_3","0.05729"
"trail_3","FAI3_4","0.04892"
"trail_3","FAI3_5","0.04907"
"trail_3","FAI3_6","0.05072"
"trail_3","FAI7","0.17214"
"trail_3","FAI44","0.03632"
"trail_3","FAI45","0.07936"
"trail_3","FAI72_T3A","0.00138"
"trail_3","FAI72_T3B","0.06454"
"trail_3","FAI72_T4A","0.00241"
"trail_3","FAI72_T4B","0.00391"
"trail_3","FAI72_T9A","0.0015"
"trail_3","FAI72_T9B","0.02343"
"trail_3","FAI73_T12","0.10454"
"trail_3","FAI73_T1","0.09041"
"trail_3","FAI73_T2A","0.14112"
"trail_3","FAI73_T2B","0.0714"
"trail_3","FAI73_T5A","0.13722"
"trail_3","FAI73_T5B","0.18988"
"trail_3","FAI73_T6","0.1202"
"trail_3","FAI73_T7A","0.12912"
"trail_3","FAI73_T7B","0.08765"
"trail_3","FAI73_T7C","0.1279"
"trail_3","FAI73_T10A","0.15792"
"trail_3","FAI73_T10B","0.11448"
"trail_3","FAI73_T11","0.12469"
"trail_3","FAI72DOE_1","5.3769999999999998E-2"
"trail_3","FAI72DOE_2","0.05084"
"trail_3","FAI72DOE_3","0.05446"
"trail_3","FAI73DOE_1","0.15194"
"trail_3","FAI73DOE_2","0.23016"
"trail_3","FAI73DOE_3","0.13031"
"trail_3","FAI73DOE_4","0.14974"
"trail_3","FAI73DOE_5","0.14753"
"trail_3","FAI73DOE_6","0.16048"
"trail_3","FAI73DOE_7","0.1537"
"trail_3","FAI73DOE_8","0.14677"
"trail_3","FAI73DOE_9","0.15332"
"trail_3","FAI73DOE_10","0.18688"
"trail_3","FAI73DOE_11","0.20189"
"trail_3","FAI73DOE_12","0.17144"
"trail_3","FAI16","40.98349"
"trail_3","FAI17","34.06561"
"trail_3","FAI19","23.18159"
"trail_3","FAI21","20.63424"
"trail_3","FAI22","11.99291"
"trail_3","FAI23","0.3879"
"trail_3","FAI24","4.45667"
"trail_3","FAI25","121.27406"
"trail_3","FAI26","115.34913"
"trail_3","FAI27","113.5561"
"trail_3","FAI28","111.05557"
"trail_3","FAI30","2.67153"
"trail_3","FAI31","0.65428"
"trail_3","FAI33","84.15075"
"trail_3","FAI34","80.50526"
"trail_3","FAI35","71.16295"
"trail_3","FAI36","62.37451"
"trail_3","FAI37","56.27459"
"trail_3","FAI38","3.75583"
"trail_3","FAI39","0.98322"
"trail_3","FAI40","42.76706"
"trail_3","FAI41","4.24175"
"trail_3","FAI42","13.86182"
"trail_3","FAI10_1","18.06583"
"trail_3","FAI10_2","18.05201"
"trail_3","FAI10_3","18.05054"
"trail_3","FAI11_1","3.01209"
"trail_3","FAI11_2","2.98215"
"trail_3","FAI11_3","2.98062"
"trail_3","FAI12","29.44135"
"trail_3","FAI13","15.02737"
"trail_3","FAI14","13.96546"
"trail_3","FAI15","43.40267"
"trail_3","FAI18","25.04297"
"trail_3","FAI20","22.24164"
"trail_3","FAI29","109.14433"
"trail_3","FAI32","85.84764"
"trail_3","FAI47","5.72659"
"trail_3","FAI48","17.67003"
"trail_3","FAI49","92.55587"
"trail_3","FAI50","115.21105"
"trail_3","FAI51","107.64584"
"trail_3","FAI52","81.4215"
"trail_3","FAI53","76.95743"
"trail_3","FAI54","68.42772"
"trail_3","FAI55_1","15.73439"
"trail_3","FAI55_2","15.75324"
"trail_3","FAI56","122.78534"
"trail_3","FAI57","116.95697"
"trail_3","FAI58","42.18251"
"trail_3","FAI59","43.40628"
"trail_3","FAI61","115.90727"
"trail_3","FAI62","109.15395"
"trail_3","FAI63","28.50938"
"trail_3","FAI64","45.18321"
"trail_3","FAI65","44.5983"
"trail_3","FAI66","41.2755"
"trail_3","FAI67","78.72574"
"trail_3","FAI68","77.01147"
"trail_3","FAI69","72.76455"
"trail_3","FAI70","44.59948"
"trail_3","FAI71","2.38279"
"trail_3","FAI43","1.09065"
"trail_3","SourceSheet","data4"
"trail_3","FAI1",NA
"trail_3","FAI2",NA
"trail_3","FAI4",NA
"trail_3","FAI5",NA
"trail_3","startTime","1899-12-31 00:00:52.2"
"trail_3","bin","27"
"trail_3","fixture1","#103"
"trail_3","fixture","#113"
"trail_3","FAI3_1","0.05753"
"trail_3","FAI3_2","0.06356"
"trail_3","FAI3_3","0.0626"
"trail_3","FAI3_4","0.06606"
"trail_3","FAI3_5","0.0648"
"trail_3","FAI3_6","0.06583"
"trail_3","FAI7","0.12919"
"trail_3","FAI44","0.02026"
"trail_3","FAI45","0.06422"
"trail_3","FAI72_T3A","0.0575"
"trail_3","FAI72_T3B","0.093"
"trail_3","FAI72_T4A","0.05843"
"trail_3","FAI72_T4B","0.08608"
"trail_3","FAI72_T9A","0.06943"
"trail_3","FAI72_T9B","0.06947"
"trail_3","FAI73_T12","0.13562"
"trail_3","FAI73_T1","0.15691"
"trail_3","FAI73_T2A","0.16008"
"trail_3","FAI73_T2B","0.159"
"trail_3","FAI73_T5A","0.15555"
"trail_3","FAI73_T5B","0.20845"
"trail_3","FAI73_T6","0.14636"
"trail_3","FAI73_T7A","0.1445"
"trail_3","FAI73_T7B","0.15305"
"trail_3","FAI73_T7C","0.16915"
"trail_3","FAI73_T10A","0.17126"
"trail_3","FAI73_T10B","0.17151"
"trail_3","FAI73_T11","0.14326"
"trail_3","FAI72DOE_1","7.2359999999999994E-2"
"trail_3","FAI72DOE_2","0.06925"
"trail_3","FAI72DOE_3","0.07041"
"trail_3","FAI73DOE_1","0.14633"
"trail_3","FAI73DOE_2","0.19862"
"trail_3","FAI73DOE_3","0.15792"
"trail_3","FAI73DOE_4","0.15579"
"trail_3","FAI73DOE_5","0.16933"
"trail_3","FAI73DOE_6","0.16263"
"trail_3","FAI73DOE_7","0.16121"
"trail_3","FAI73DOE_8","0.15773"
"trail_3","FAI73DOE_9","0.16369"
"trail_3","FAI73DOE_10","0.19072"
"trail_3","FAI73DOE_11","0.20989"
"trail_3","FAI73DOE_12","0.17125"
"trail_3","FAI16","40.42945"
"trail_3","FAI17","33.91282"
"trail_3","FAI19","23.17972"
"trail_3","FAI21","20.59649"
"trail_3","FAI22","12.42603"
"trail_3","FAI23","0.41423"
"trail_3","FAI24","4.48228"
"trail_3","FAI25","121.51694"
"trail_3","FAI26","115.3385"
"trail_3","FAI27","113.54877"
"trail_3","FAI28","111.0416"
"trail_3","FAI30","2.68998"
"trail_3","FAI31","0.66964"
"trail_3","FAI33","84.13086"
"trail_3","FAI34","80.49003"
"trail_3","FAI35","71.15567"
"trail_3","FAI36","62.41022"
"trail_3","FAI37","56.25552"
"trail_3","FAI38","3.45412"
"trail_3","FAI39","1.14221"
"trail_3","FAI40","42.80286"
"trail_3","FAI41","4.21605"
"trail_3","FAI42","13.89062"
"trail_3","FAI10_1","18.06349"
"trail_3","FAI10_2","18.05782"
"trail_3","FAI10_3","18.05279"
"trail_3","FAI11_1","3.0106"
"trail_3","FAI11_2","2.98075"
"trail_3","FAI11_3","2.92941"
"trail_3","FAI12","29.44645"
"trail_3","FAI13","15.03539"
"trail_3","FAI14","13.94844"
"trail_3","FAI15","43.38491"
"trail_3","FAI18","25.01742"
"trail_3","FAI20","22.21717"
"trail_3","FAI29","109.14716"
"trail_3","FAI32","85.84358"
"trail_3","FAI47","5.73014"
"trail_3","FAI48","17.64572"
"trail_3","FAI49","92.55422"
"trail_3","FAI50","115.20751"
"trail_3","FAI51","107.63814"
"trail_3","FAI52","81.41091"
"trail_3","FAI53","76.95462"
"trail_3","FAI54","68.41473"
"trail_3","FAI55_1","15.76222"
"trail_3","FAI55_2","15.7771"
"trail_3","FAI56","122.78555"
"trail_3","FAI57","116.95907"
"trail_3","FAI58","42.15717"
"trail_3","FAI59","43.38999"
"trail_3","FAI61","115.92583"
"trail_3","FAI62","109.15493"
"trail_3","FAI63","28.45951"
"trail_3","FAI64","45.1643"
"trail_3","FAI65","44.58528"
"trail_3","FAI66","41.22987"
"trail_3","FAI67","78.73689"
"trail_3","FAI68","77.02258"
"trail_3","FAI69","72.77745"
"trail_3","FAI70","44.58778"
"trail_3","FAI71","2.40467"
"trail_3","FAI43","1.04138"
"trail_3","SourceSheet","data4"
"trail_3","FAI1",NA
"trail_3","FAI2",NA
"trail_3","FAI4",NA
"trail_3","FAI5",NA
"trail_3","startTime","1899-12-31 00:00:48.2"
"trail_3","bin","28"
"trail_3","fixture1","#104"
"trail_3","fixture","#114"
"trail_3","FAI3_1","0.06232"
"trail_3","FAI3_2","0.05939"
"trail_3","FAI3_3","0.05647"
"trail_3","FAI3_4","0.04882"
"trail_3","FAI3_5","0.04955"
"trail_3","FAI3_6","0.05398"
"trail_3","FAI7","0.17255"
"trail_3","FAI44","0.02682"
"trail_3","FAI45","0.06904"
"trail_3","FAI72_T3A","0.00872"
"trail_3","FAI72_T3B","0.02377"
"trail_3","FAI72_T4A","0.00848"
"trail_3","FAI72_T4B","0.0016"
"trail_3","FAI72_T9A","0.01532"
"trail_3","FAI72_T9B","0.03319"
"trail_3","FAI73_T12","0.11346"
"trail_3","FAI73_T1","0.08672"
"trail_3","FAI73_T2A","0.12311"
"trail_3","FAI73_T2B","0.07323"
"trail_3","FAI73_T5A","0.14002"
"trail_3","FAI73_T5B","0.18394"
"trail_3","FAI73_T6","0.11681"
"trail_3","FAI73_T7A","0.12623"
"trail_3","FAI73_T7B","0.10597"
"trail_3","FAI73_T7C","0.1351"
"trail_3","FAI73_T10A","0.16279"
"trail_3","FAI73_T10B","0.13256"
"trail_3","FAI73_T11","0.13166"
"trail_3","FAI72DOE_1","5.2810000000000003E-2"
"trail_3","FAI72DOE_2","0.05865"
"trail_3","FAI72DOE_3","0.05657"
"trail_3","FAI73DOE_1","0.15827"
"trail_3","FAI73DOE_2","0.23792"
"trail_3","FAI73DOE_3","0.1328"
"trail_3","FAI73DOE_4","0.14455"
"trail_3","FAI73DOE_5","0.1564"
"trail_3","FAI73DOE_6","0.15885"
"trail_3","FAI73DOE_7","0.15917"
"trail_3","FAI73DOE_8","0.1654"
"trail_3","FAI73DOE_9","0.14667"
"trail_3","FAI73DOE_10","0.16696"
"trail_3","FAI73DOE_11","0.18914"
"trail_3","FAI73DOE_12","0.17483"
"trail_3","FAI16","40.43502"
"trail_3","FAI17","33.99434"
"trail_3","FAI19","23.16127"
"trail_3","FAI21","20.6079"
"trail_3","FAI22","12.42832"
"trail_3","FAI23","0.40869"
"trail_3","FAI24","4.47354"
"trail_3","FAI25","121.35954"
"trail_3","FAI26","115.34441"
"trail_3","FAI27","113.55253"
"trail_3","FAI28","111.0487"
"trail_3","FAI30","2.68706"
"trail_3","FAI31","0.65936"
"trail_3","FAI33","84.1507"
"trail_3","FAI34","80.51277"
"trail_3","FAI35","71.16506"
"trail_3","FAI36","62.43034"
"trail_3","FAI37","56.27789"
"trail_3","FAI38","3.89381"
